"","Account_status","Duration","Credit_history","Purpose","Amount","Savings","Employment","Installment_rate","Guarantors","Resident_since","Property","Age","Other_plans","Housing","Num_credits","Job","People_maintenance","Phone","Foreign","BAD","Female"
"125","0 < ... <  200 DM",18,"existing credits paid back duly till now","furniture / equipment",1924,"unknown / no savings account","< 1 year",4,"none",3,"real estate",27,"none","A151",1,"skilled employee / official",1,"none","yes","BAD","Male"
"126","< 0 DM",12,"critical account / other credits existing (not at this bank)","car (new)",2121,"< 100 DM","1  <= ... < 4 years",4,"none",2,"building society savings agreement / life insurance",30,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"127","< 0 DM",12,"existing credits paid back duly till now","radio / television",701,"< 100 DM","1  <= ... < 4 years",4,"none",2,"real estate",40,"none","A152",1,"unskilled - resident",1,"none","yes","GOOD","Female"
"128","0 < ... <  200 DM",12,"existing credits paid back duly till now","repairs",639,"< 100 DM","1  <= ... < 4 years",4,"none",2,"car or other",30,"none","A152",1,"skilled employee / official",1,"none","yes","BAD","Female"
"129","0 < ... <  200 DM",12,"critical account / other credits existing (not at this bank)","car (used)",1860,"< 100 DM","unemployed",4,"none",2,"car or other",34,"none","A152",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
"130","< 0 DM",12,"critical account / other credits existing (not at this bank)","car (new)",3499,"< 100 DM","1  <= ... < 4 years",3,"co-applicant",2,"real estate",29,"none","A152",2,"skilled employee / official",1,"none","yes","BAD","Male"
"131","0 < ... <  200 DM",48,"existing credits paid back duly till now","car (new)",8487,"unknown / no savings account","4  <= ... < 7 years",1,"none",2,"car or other",24,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"132","< 0 DM",36,"delay in paying off in the past","education",6887,"< 100 DM","1  <= ... < 4 years",4,"none",3,"building society savings agreement / life insurance",29,"stores","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Female"
"133","no checking account",15,"existing credits paid back duly till now","furniture / equipment",2708,"< 100 DM","< 1 year",2,"none",3,"building society savings agreement / life insurance",27,"bank","A152",2,"unskilled - resident",1,"none","yes","GOOD","Female"
"134","no checking account",18,"existing credits paid back duly till now","furniture / equipment",1984,"< 100 DM","1  <= ... < 4 years",4,"none",4,"unknown / no property",47,"bank","A153",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"135","no checking account",60,"existing credits paid back duly till now","radio / television",10144,"100 <= ... <  500 DM","4  <= ... < 7 years",2,"none",4,"real estate",21,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Male"
"136","no checking account",12,"critical account / other credits existing (not at this bank)","radio / television",1240,"unknown / no savings account",">= 7 years",4,"none",2,"real estate",38,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Male"
"137","no checking account",27,"delay in paying off in the past","car (used)",8613,">= 1000 DM","1  <= ... < 4 years",2,"none",2,"car or other",27,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"138","0 < ... <  200 DM",12,"existing credits paid back duly till now","radio / television",766,"500 <= ... < 1000 DM","1  <= ... < 4 years",4,"none",3,"real estate",66,"none","A152",1,"unskilled - resident",1,"none","yes","BAD","Female"
"139","0 < ... <  200 DM",15,"critical account / other credits existing (not at this bank)","radio / television",2728,"unknown / no savings account","4  <= ... < 7 years",4,"guarantor",2,"real estate",35,"bank","A152",3,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"140",">= 200 DM",12,"existing credits paid back duly till now","radio / television",1881,"< 100 DM","1  <= ... < 4 years",2,"none",2,"car or other",44,"none","A151",1,"unskilled - resident",1,"yes, registered under the customers name","yes","GOOD","Male"
"141",">= 200 DM",6,"existing credits paid back duly till now","car (new)",709,">= 1000 DM","< 1 year",2,"none",2,"real estate",27,"none","A152",1,"unemployed / unskilled  - non-resident",1,"none","no","GOOD","Female"
"142","0 < ... <  200 DM",36,"existing credits paid back duly till now","radio / television",4795,"< 100 DM","< 1 year",4,"none",1,"unknown / no property",30,"none","A152",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Male"
"143","< 0 DM",27,"existing credits paid back duly till now","radio / television",3416,"< 100 DM","1  <= ... < 4 years",3,"none",2,"car or other",27,"none","A152",1,"management / self-employed / highly qualified employee / officer",1,"none","yes","GOOD","Female"
"144","< 0 DM",18,"existing credits paid back duly till now","furniture / equipment",2462,"< 100 DM","1  <= ... < 4 years",2,"none",2,"car or other",22,"none","A152",1,"skilled employee / official",1,"none","yes","BAD","Female"
"145","no checking account",21,"critical account / other credits existing (not at this bank)","furniture / equipment",2288,"< 100 DM","< 1 year",4,"none",4,"building society savings agreement / life insurance",23,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Male"
"146","0 < ... <  200 DM",48,"all credits at this bank paid back duly","business",3566,"100 <= ... <  500 DM","4  <= ... < 7 years",4,"none",2,"car or other",30,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"147","< 0 DM",6,"critical account / other credits existing (not at this bank)","car (new)",860,"< 100 DM",">= 7 years",1,"none",4,"unknown / no property",39,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Male"
"148","no checking account",12,"critical account / other credits existing (not at this bank)","car (new)",682,"100 <= ... <  500 DM","4  <= ... < 7 years",4,"none",3,"car or other",51,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Male"
"149","< 0 DM",36,"critical account / other credits existing (not at this bank)","furniture / equipment",5371,"< 100 DM","1  <= ... < 4 years",3,"guarantor",2,"building society savings agreement / life insurance",28,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"150","no checking account",18,"critical account / other credits existing (not at this bank)","radio / television",1582,">= 1000 DM",">= 7 years",4,"none",4,"car or other",46,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"151","no checking account",6,"existing credits paid back duly till now","radio / television",1346,"100 <= ... <  500 DM",">= 7 years",2,"none",4,"unknown / no property",42,"bank","A153",1,"skilled employee / official",2,"yes, registered under the customers name","yes","GOOD","Female"
"152","no checking account",10,"existing credits paid back duly till now","radio / television",1924,"< 100 DM","1  <= ... < 4 years",1,"none",4,"building society savings agreement / life insurance",38,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","no","GOOD","Female"
"153",">= 200 DM",36,"existing credits paid back duly till now","radio / television",5848,"< 100 DM","1  <= ... < 4 years",4,"none",1,"car or other",24,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"154","0 < ... <  200 DM",24,"critical account / other credits existing (not at this bank)","car (used)",7758,">= 1000 DM",">= 7 years",2,"none",4,"unknown / no property",29,"none","A151",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"155","0 < ... <  200 DM",24,"delay in paying off in the past","business",6967,"100 <= ... <  500 DM","4  <= ... < 7 years",4,"none",4,"car or other",36,"none","A151",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
"156","< 0 DM",12,"existing credits paid back duly till now","furniture / equipment",1282,"< 100 DM","1  <= ... < 4 years",2,"none",4,"car or other",20,"none","A151",1,"skilled employee / official",1,"none","yes","BAD","Male"
"157","< 0 DM",9,"critical account / other credits existing (not at this bank)","repairs",1288,"100 <= ... <  500 DM",">= 7 years",3,"guarantor",4,"real estate",48,"none","A152",2,"skilled employee / official",2,"none","no","GOOD","Female"
"158","< 0 DM",12,"all credits at this bank paid back duly","retrainin",339,"< 100 DM",">= 7 years",4,"none",1,"car or other",45,"bank","A152",1,"unskilled - resident",1,"none","yes","GOOD","Female"
"159","0 < ... <  200 DM",24,"existing credits paid back duly till now","car (new)",3512,"100 <= ... <  500 DM","4  <= ... < 7 years",2,"none",3,"car or other",38,"bank","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"160","no checking account",6,"critical account / other credits existing (not at this bank)","radio / television",1898,"unknown / no savings account","1  <= ... < 4 years",1,"none",2,"real estate",34,"none","A152",2,"unskilled - resident",2,"none","yes","GOOD","Female"
"161","no checking account",24,"critical account / other credits existing (not at this bank)","radio / television",2872,"100 <= ... <  500 DM",">= 7 years",3,"none",4,"real estate",36,"none","A152",1,"skilled employee / official",2,"yes, registered under the customers name","yes","GOOD","Female"
"162","no checking account",18,"critical account / other credits existing (not at this bank)","car (new)",1055,"< 100 DM","< 1 year",4,"none",1,"building society savings agreement / life insurance",30,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Male"
"163","no checking account",15,"existing credits paid back duly till now","domestic appliances",1262,"500 <= ... < 1000 DM","4  <= ... < 7 years",4,"none",3,"building society savings agreement / life insurance",36,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"164","0 < ... <  200 DM",10,"existing credits paid back duly till now","car (new)",7308,"< 100 DM","unemployed",2,"none",4,"unknown / no property",70,"bank","A153",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
"165","no checking account",36,"existing credits paid back duly till now","car (new)",909,"500 <= ... < 1000 DM",">= 7 years",4,"none",4,"building society savings agreement / life insurance",36,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"166","no checking account",6,"existing credits paid back duly till now","furniture / equipment",2978,"500 <= ... < 1000 DM","1  <= ... < 4 years",1,"none",2,"car or other",32,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"167","< 0 DM",18,"existing credits paid back duly till now","furniture / equipment",1131,"< 100 DM","unemployed",4,"none",2,"car or other",33,"none","A152",1,"skilled employee / official",1,"none","yes","BAD","Male"
"168","0 < ... <  200 DM",11,"existing credits paid back duly till now","furniture / equipment",1577,">= 1000 DM","< 1 year",4,"none",1,"real estate",20,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"169","no checking account",24,"existing credits paid back duly till now","furniture / equipment",3972,"< 100 DM","4  <= ... < 7 years",2,"none",4,"building society savings agreement / life insurance",25,"none","A151",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Male"
